State,Constituency,Party,Candidate,Votes,Votes Percentage
Karnataka,Bidar,Independent,RAMVILAS RAMULALJI NAVANDAR,2694,4.17E-06
Karnataka,Bidar,Independent,RIYAZ AHMED,1711,2.65E-06
Karnataka,Bidar,All India Ulama Congress,MOHD. SHAFEEQ UR RAHAMAN,1694,2.62E-06
Karnataka,Bidar,Independent,JAIRAJ KASHAPPA BUKKA ADVOCATE,1493,2.31E-06
Karnataka,Bidar,Independent,BALBHEEM UNNE,1470,2.28E-06
Karnataka,Bidar,Independent,WASEEMUDDIN,1170,1.81E-06
Karnataka,Bidar,Republican Party of India (A),MAHESH GORNALKAR,981,1.52E-06
Karnataka,Bidar,Independent,DILIP KADWAD,798,1.24E-06
Karnataka,Bidar,Independent,GOPAL M.P. GARAMPALLI,767,1.19E-06
Karnataka,Bidar,Karnataka Rashtra Samithi,RAMESH J CHAVAN,472,7.31E-07
Karnataka,Bidar,Kranti Kari Jai Hind Sena,RAMCHANDRA NARAYAN KACHAVE,472,7.31E-07
Karnataka,Bidar,None of the Above,NOTA,4686,7.26E-06
Karnataka,Koppal,Indian National Congress,K. RAJASHEKAR BASAVARAJ HITNAL,663511,0.00102812
Karnataka,Koppal,Bharatiya Janata Party,DR . BASAVARAJ. K. SHARANAPPA,617154,0.000956289
Karnataka,Koppal,Independent,MALLIKARJUN HADAPAD,7314,1.13E-05
Karnataka,Koppal,Bahujan Samaj Party,SHANKARA,7043,1.09E-05
Karnataka,Koppal,Independent,KARADI BASAVARAJ,5877,9.11E-06
Karnataka,Koppal,Independent,RUKMINI,5282,8.18E-06
Karnataka,Koppal,Independent,SURESH. GOUDA MUNDINAMANE,4642,7.19E-06
Karnataka,Koppal,Independent,NAGARAJ KALAL,1994,3.09E-06
Karnataka,Koppal,Independent,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,1982,3.07E-06
Karnataka,Koppal,Independent,PA.YA. GANESH,1895,2.94E-06
Karnataka,Koppal,Independent,HANAMESH . S . H. SHAKHAPUR,1248,1.93E-06
Karnataka,Koppal,Independent,KAREEMPASHA GACHCHINMANI.,1238,1.92E-06
Karnataka,Koppal,Sarva Janata Party,ANNOJI RAO. G,1117,1.73E-06
Karnataka,Koppal,Socialist Unity Centre Of India (COMMUNIST),SHARANAPPA,1106,1.71E-06
Karnataka,Koppal,Karnataka Rashtra Samithi,NIRUPADI K GOMARSI,900,1.39E-06
Karnataka,Koppal,All India Ulama Congress,RAMZANBEE,806,1.25E-06
Karnataka,Koppal,Challengers Party,D DURGA PRASAD BYATARAYANAJI,799,1.24E-06
Karnataka,Koppal,Republican Party of India (Karnataka),C. SHARANA BASAPPA,776,1.20E-06
Karnataka,Koppal,Independent,IMAMSAB JANGLISAB MULLA,733,1.14E-06
Karnataka,Koppal,None of the Above,NOTA,3519,5.45E-06
Karnataka,Bellary,Indian National Congress,E. TUKARAM,730845,0.001132455
Karnataka,Bellary,Bharatiya Janata Party,B. SREERAMULU,631853,0.000979065
Karnataka,Bellary,Bahujan Samaj Party,VALMIKI KRISHNAPPA,5911,9.16E-06
Karnataka,Bellary,Karnataka Rashtra Samithi,C. CHANNAVEERA,3797,5.88E-06
Karnataka,Bellary,Independent,CONDUCTOR PAMPAPATHI,2460,3.81E-06
Karnataka,Bellary,Independent,VEERESH,1870,2.90E-06
Karnataka,Bellary,Socialist Unity Centre Of India (COMMUNIST),A. DEVADAS,1741,2.70E-06
Karnataka,Bellary,Prahar Janshakti Party,MANJUNATHA GOSAL,1322,2.05E-06
Karnataka,Bellary,Independent,ARUN.S.HIREHAL,1282,1.99E-06
Karnataka,Bellary,Navabharath Sena,G. SWAMY,944,1.46E-06
Karnataka,Bellary,None of the Above,NOTA,7889,1.22E-05
Karnataka,Haveri,Bharatiya Janata Party,BASAVARAJ BOMMAI,705538,0.001093241
Karnataka,Haveri,Indian National Congress,ANANDSWAMY GADDADEVARMATH,662025,0.001025817
Karnataka,Haveri,Independent,SUNANDA KARIYAPPA SHIRHATTI,4707,7.29E-06
Karnataka,Haveri,Socialist Party (India),KHAJAMOHIDDIN GUDAGERI,3401,5.27E-06
Karnataka,Haveri,Socialist Unity Centre Of India (COMMUNIST),GANGADHAR BADIGER,2270,3.52E-06
Karnataka,Haveri,Independent,RUDRAPPA BASAPPA KUMBAR,1356,2.10E-06
Karnataka,Haveri,Uttama Prajaakeeya Party,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,1072,1.66E-06
Karnataka,Haveri,Independent,BASAVARAJ B HADI,1071,1.66E-06
Karnataka,Haveri,Independent,DR. G H IMRAPUR,953,1.48E-06
Karnataka,Haveri,Independent,JAGADISH YALLAPPA BANKAPURA,674,1.04E-06
Karnataka,Haveri,Karnataka Rashtra Samithi,TANU CHIKKANNA YADAV,636,9.85E-07
Karnataka,Haveri,Samajwadi Janata Party(Karnataka),H K NARASIMHAPPA,446,6.91E-07
Karnataka,Haveri,Ekam Sanatan Bharat Dal,VISHWANATH SHEERI,401,6.21E-07
Karnataka,Haveri,Indian Movement Party,RASHEEDA BEGUM,397,6.15E-07
Karnataka,Haveri,None of the Above,NOTA,10865,1.68E-05
Karnataka,Dharwad,Bharatiya Janata Party,PRALHAD JOSHI,716231,0.00110981
Karnataka,Dharwad,Indian National Congress,VINOD ASOOTI,618907,0.000959005
Karnataka,Dharwad,Independent,SHAKEELAHMAD.D.MULLA,5872,9.10E-06
Karnataka,Dharwad,Independent,S. S. PATIL,5161,8.00E-06
Karnataka,Dharwad,Independent,RAJU ANANTSA NAIKWADI,3601,5.58E-06
Karnataka,Dharwad,Naki Bharatiya Ekta Party,JAVEED AHAMED BELGAUMKAR.,3558,5.51E-06
Karnataka,Dharwad,Socialist Unity Centre Of India (COMMUNIST),SHARANABASAV GONAVAR,1167,1.81E-06
Karnataka,Dharwad,Independent,BALANAGOUDRA MALLIKARJUNAGOUDA,987,1.53E-06
Karnataka,Dharwad,Prahar Janshakti Party,TAKAPPA YALLAPPA KALAL,905,1.40E-06
Karnataka,Dharwad,Uttama Prajaakeeya Party,BUGADI BASAVALINGAPPA IRAPPA,800,1.24E-06
Karnataka,Dharwad,Karnataka Rashtra Samithi,NAGARAJ. KARENNAVAR.,555,8.60E-07
Karnataka,Dharwad,Independent,PRAVEEN H. H.,548,8.49E-07
Karnataka,Dharwad,Independent,DR. GURAPPA H IMRAPUR,514,7.96E-07
Karnataka,Dharwad,Tipu Sultan Party,BANKAPUR SHOUKATALI,473,7.33E-07
Karnataka,Dharwad,"Proutist Bloc, India",VINOD DASHARATH GHODKE,411,6.37E-07
Karnataka,Dharwad,Indian Labour Party (Ambedkar Phule),VENKATESH PRASAD. H,337,5.22E-07
Karnataka,Dharwad,Bharatiya Prajagala Kalyana Paksha,MOHAMMED ISMAIL MUKTI,317,4.91E-07
Karnataka,Dharwad,None of the Above,NOTA,6147,9.52E-06
Karnataka,Uttara Kannada,Bharatiya Janata Party,VISHWESHWAR HEGDE KAGERI,782495,0.001212487
Karnataka,Uttara Kannada,Indian National Congress,DR. ANJALI NIMBALKAR,445067,0.000689638
Karnataka,Uttara Kannada,Independent,RAJSHEKHAR. SHANKAR. HINDALAGI.,5397,8.36E-06
Karnataka,Uttara Kannada,Socialist Unity Centre Of India (COMMUNIST),GANAPATI HEGDE,4472,6.93E-06
Karnataka,Uttara Kannada,Independent,NIRANJAN UDAYSINH SIRDESAI,4169,6.46E-06
Karnataka,Uttara Kannada,Independent,NAGARAJ. ANANT. SHIRALI.,2882,4.47E-06
Karnataka,Uttara Kannada,Independent,CHIDANAND  HANUMANTHAPPA HARIJAN,1721,2.67E-06
Karnataka,Uttara Kannada,Uttama Prajaakeeya Party,PRAJAAKEEYA SUNIL,1566,2.43E-06
Karnataka,Uttara Kannada,Karnataka Rashtra Samithi,VINAYAK NAIK,1263,1.96E-06
Karnataka,Uttara Kannada,Independent,K. P. PATIL,956,1.48E-06
Karnataka,Uttara Kannada,Independent,KRISHNA BALEGAR,920,1.43E-06
Karnataka,Uttara Kannada,Independent,ARAVIND GOWDA,904,1.40E-06
Karnataka,Uttara Kannada,Independent,AVINASH. NARAYAN. PATIL.,773,1.20E-06
Karnataka,Uttara Kannada,None of the Above,NOTA,10176,1.58E-05
Karnataka,Davanagere,Indian National Congress,DR. PRABHA MALLIKARJUN,633059,0.000980934
Karnataka,Davanagere,Bharatiya Janata Party,GAYITHRI SIDDESHWARA,606965,0.000940501
Karnataka,Davanagere,Independent,G.B.VINAY KUMAR,42907,6.65E-05
Karnataka,Davanagere,Independent,T.JABEENA AAPA,5128,7.95E-06
Karnataka,Davanagere,Bahujan Samaj Party,D. HANUMANTHAPPA,4475,6.93E-06
Karnataka,Davanagere,Independent,TASLIM BANU,4141,6.42E-06
Karnataka,Davanagere,Independent,T.CHANDRU,3043,4.72E-06
Karnataka,Davanagere,Independent,G.M.GAYITRI SIDDESHI,2464,3.82E-06
Karnataka,Davanagere,Independent,PARAVEEJ.H,1869,2.90E-06
Karnataka,Davanagere,Uttama Prajaakeeya Party,ESHWARA SHENGA,1430,2.22E-06
Karnataka,Davanagere,Independent,A.K.GANESH,1055,1.63E-06
Karnataka,Davanagere,Bharatiya Prajagala Kalyana Paksha,M.C.SREENIVAS,973,1.51E-06
Karnataka,Davanagere,Socialist Unity Centre Of India (COMMUNIST),ANABERU THIPPESWAMY,849,1.32E-06
Karnataka,Davanagere,Independent,SYED ZABIULLA.K,844,1.31E-06
Karnataka,Davanagere,Independent,SALEEM S,799,1.24E-06
Karnataka,Davanagere,Independent,MOHAMED HAYATH.M,722,1.12E-06
Karnataka,Davanagere,Independent,ABDUL NAZEER AHAMMED,652,1.01E-06
Karnataka,Davanagere,Independent,RASHEED KHAN,600,9.30E-07
Karnataka,Davanagere,Navabharath Sena,M.G.SRIKANTH,561,8.69E-07
Karnataka,Davanagere,Country Citizen Party,M.P. KHALANDAR,539,8.35E-07
Karnataka,Davanagere,Independent,PEDDAPPA S,508,7.87E-07
Karnataka,Davanagere,Karnataka Rashtra Samithi,K.S. VEERBHADRAPPA,475,7.36E-07
Karnataka,Davanagere,Independent,G.M.BARKATH ALI BASHA,471,7.30E-07
Karnataka,Davanagere,Rani Chennamma Party,VEERESH.S (LION VEERESH),458,7.10E-07
Karnataka,Davanagere,Janahitha Paksha,DODDESH.H.S,440,6.82E-07
Karnataka,Davanagere,Independent,BARKATH ALI,411,6.37E-07
Karnataka,Davanagere,Independent,MANJU. MARIKOPPA,378,5.86E-07
Karnataka,Davanagere,Samaj Vikas Kranti Party,RUDRESHA.K.H,348,5.39E-07
Karnataka,Davanagere,Independent,RAVINAIK. B,320,4.96E-07
Karnataka,Davanagere,Independent,MAHABUB BASHA,308,4.77E-07
